GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Thu Mar 26 22:57:03 2020
Sequence file name: seq.fna
Model file name: GeneMark_hmm_combined.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: NODE_1_length_104244_cov_13.5403
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
 1101        -       28956       29522          567        1
 1102        -       29529       30509          981        1
 1103        -       30513       31481          969        1
 1104        -       31489       32946         1458        1
 1105        -       32967       34271         1305        1
 1106        -       34585       35226          642        1
 1107        -       35232       36617         1386        1
 1108        -       36871       37695          825        1
 1109        -       37765       37911          147        2
 1110        -       38158       38388          231        1
 1111        +       38735       39625          891        1
 1112        -       39684       39974          291        1
 1113        -       39967       40596          630        1
 1114        -       40612       41310          699        1
 1115        +       41633       41866          234        1
 1116        +       41889       42782          894        1
 1117        +       42779       42925          147        1
 1118        -       42922       43461          540        1
 1119        -       43437       44036          600        1
 1120        -       44033       44551          519        1
 1121        +       44736       45668          933        1
 1122        +       45696       46241          546        1
 1123        -       46285       47115          831        1
 1124        -       47151       47831          681        1
 1125        -       47828       48166          339        1
 1126        +       48217      >49296         1080        1

FASTA definition line: NODE_16_length_47761_cov_13.8495
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1127        -         142        1140          999        1
 1128        -        1140        2027          888        1
 1129        -        2081        2914          834        1
 1130        -        2914        3840          927        1
 1131        -        3968        5293         1326        1
 1132        -        5230        6123          894        1
 1133        -        6144        6869          726        1
 1134        +        7041        8075         1035        1
 1135        +        8808        9845         1038        1
 1136        -       10160       11326         1167        1
 1137        -       11564       12187          624        1
 1138        +       12326       14362         2037        1
 1139        -       14423       14680          258        1
 1140        +       14848       15774          927        1
 1141        +       15710       16156          447        1
 1142        +       16348       17028          681        1
 1143        +       17131       17577          447        1
 1144        +       17826       18161          336        1
 1145        +       18550       19590         1041        1
 1146        +       19593       20525          933        1
 1147        +       20522       21307          786        1
 1148        +       21307       22311         1005        1
 1149        +       22308       23372         1065        1
 1150        +       23395       24159          765        1
 1151        -       24289       25167          879        1
 1152        +       25200       26042          843        1
 1153        +       26035       26700          666        1
 1154        -       26670       27764         1095        1
 1155        +       28134       29249         1116        1
 1156        +       29246       30238          993        1
 1157        +       30235       31092          858        1
 1158        +       31089       31928          840        1
 1159        -       32018       33031         1014        1
 1160        +       33252       34301         1050        1
 1161        +       34360       35157          798        1
 1162        +       35160       36398         1239        1
 1163        +       36423       37139          717        1
 1164        +       37213       38847         1635        1
 1165        -       38939       39466          528        1
 1166        +       39845       41464         1620        1
 1167        -       41499       43160         1662        1
 1168        +       43162       43425          264        1
 1169        -       43422       43868          447        1
 1170        -       43865       44146          282        1
 1171        -       44143       44631          489        1
 1172        -       44628       46250         1623        1
 1173        -       46247       46591          345        1
 1174        -       46591       47745         1155        1

FASTA definition line: NODE_17_length_46660_cov_14.3378
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1175        -          <1         432          432        1
 1176        -         466         942          477        1
 1177        +        1113        1745          633        1
 1178        +        1742        2770         1029        1
 1179        +        2770        3366          597        1
 1180        -        3394        3807          414        1
 1181        -        3804        4904         1101        1
 1182        +        4932        6032         1101        1
 1183        +        6029        7174         1146        1
 1184        +        7171        8670         1500        1
 1185        +        8667        9659          993        1
 1186        +        9678       10640          963        1
 1187        -       10616       10813          198        1
 1188        +       11163       11570          408        2
 1189        +       11888       12145          258        1
 1190        -       12201       13409         1209        1
 1191        -       13467       13652          186        1
 1192        -       13787       14977         1191        1
 1193        -       14974       16395         1422        1
 1194        -       16382       17140          759        1
 1195        -       17153       18865         1713        1
 1196        +       19181       20119          939        1
 1197        +       20159       20404          246        1
 1198        +       20460       20921          462        1
 1199        -       20968       21390          423        1
 1200        -       21462       22049          588        1
 1201        -       22802       23041          240        1
 1202        +       23040       24695         1656        1
 1203        +       24704       26731         2028        1
 1204        +       26744       27301          558        1
 1205        +       27305       29968         2664        1
 1206        +       29965       30651          687        1
 1207        -       30728       30934          207        2
 1208        -       31031       32812         1782        1
 1209        -       32809       33393          585        1
 1210        -       33390       33596          207        1
 1211        +       33699       34508          810        1
 1212        -       34522       34944          423        1
 1213        +       34956       35705          750        1
 1214        +       35803       36297          495        1
 1215        -       36599       37855         1257        1
 1216        -       37903       38559          657        1
 1217        -       38559       39251          693        1
 1218        -       39248       40177          930        1
 1219        -       40348       40737          390        1
 1220        -       40749       42209         1461        1
 1221        -       42224       43303         1080        1
 1222        -       43427       44299          873        1
 1223        -       44306       45313         1008        1
 1224        +       45398       46330          933        1
 1225        -       46335      >46658          324        1

FASTA definition line: NODE_18_length_45787_cov_16.0859
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1226        -          <3         251          249        1
 1227        -         248        1210          963        1
 1228        +        1327        2109          783        1
 1229        -        2286        3083          798        1
 1230        +        3222        3776          555        1
 1231        -        3829        5127         1299        1
 1232        -        5261        5647          387        1
 1233        -        5653        5922          270        1
 1234        -        5919        6410          492        1
 1235        -        6407        7918         1512        1
 1236        -        7915        8250          336        1
 1237        -        8250       11177         2928        1
 1238        -       11224       12447         1224        1
 1239        +       12669       13667          999        1
 1240        +       13842       14933         1092        1
 1241        +       14909       15709          801        1
 1242        +       15706       16302          597        1
 1243        -       16299       17255          957        1
 1244        +       17390       19087         1698        1
 1245        -       19155       19409          255        1
 1246        -       19866       20201          336        1
 1247        +       20358       21737         1380        1
 1248        +       21833       22195          363        1
 1249        -       22481       23260          780        1
 1250        -       23279       23557          279        1
 1251        -       23561       23881          321        2
 1252        -       23881       25683         1803        1
 1253        -       25695       26066          372        1
 1254        -       26078       26521          444        1
 1255        -       26672       27703         1032        1
 1256        -       27704       27907          204        1
 1257        -       27904       28458          555        1
 1258        -       28467       29324          858        1
 1259        -       29411       30148          738        1
 1260        +       30351       31313          963        1
 1261        +       31543       32736         1194        1
 1262        +       32741       33625          885        1
 1263        +       33680       36643         2964        1
 1264        +       36646       38175         1530        1
 1265        +       38231       38626          396        1
 1266        +       38741       40129         1389        1
 1267        -       40331       42289         1959        1
 1268        +       42661       43953         1293        1
 1269        -       44073       44345          273        1
 1270        +       44332      >45786         1455        1

FASTA definition line: NODE_19_length_44211_cov_16.6084
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1271        +          <3        1259         1257        1
 1272        -        1345        2814         1470        1
 1273        +        2870        3925         1056        1
 1274        +        3978        4538          561        1
 1275        +        4538        5878         1341        1
 1276        +        5896        6291          396        2
 1277        +        6298        7686         1389        1
 1278        +        7699        9480         1782        1
 1279        +        9760       10779         1020        1
 1280        +       10789       11787          999        1
 1281        +       11890       13443         1554        1
 1282        +       13498       14604         1107        1
 1283        +       14613       15347          735        1
 1284        +       15344       16123          780        1
 1285        -       16084       17424         1341        1
 1286        -       17421       18917         1497        1
 1287        -       18919       19824          906        1
 1288        -       19842       20543          702        1
 1289        +       20694       21782         1089        1
 1290        +       21761       22723          963        1
 1291        +       22759       23745          987        1
 1292        +       23795       24745          951        1
 1293        +       24938       25501          564        1
 1294        -       25692       26027          336        1
 1295        -       26115       29417         3303        1
 1296        +       29795       30352          558        1
 1297        +       30493       31512         1020        1
 1298        -       31744       32934         1191        1
 1299        -       32968       33375          408        1
 1300        -       33772       34710          939        1
 1301        +       34847       35440          594        1
 1302        +       35437       37902         2466        1
 1303        +       37908       38909         1002        1
 1304        +       39180       40646         1467        1
 1305        +       40938       42638         1701        1
 1306        +       42641       42910          270        1
 1307        +       42916      >44211         1296        1

FASTA definition line: NODE_20_length_43311_cov_13.355
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1308        -          <2         862          861        1
 1309        -         859        1455          597        1
 1310        -        1455        2417          963        1
 1311        -        2387        3412         1026        1
 1312        -        3366        3725          360        1
 1313        -        3722        4573          852        1
 1314        -        4573        5535          963        1
 1315        +        5760        6686          927        1
 1316        +        6683        7444          762        1
 1317        +        7516        9303         1788        1
 1318        -        9379       10758         1380        1
 1319        -       10785       11849         1065        1
 1320        -       11931       12932         1002        1
 1321        -       12943       14925         1983        1
 1322        -       14997       15875          879        1
 1323        -       15879       16874          996        1
 1324        +       17442       17873          432        1
 1325        +       17981       18463          483        1
 1326        +       18550       19089          540        1
 1327        -       19271       19702          432        1
 1328        -       19706       21112         1407        1
 1329        +       21423       22484         1062        1
 1330        +       22481       23080          600        1
 1331        +       23058       23945          888        1
 1332        +       23945       24865          921        1
 1333        +       24887       26509         1623        1
 1334        +       26515       27474          960        1
 1335        +       27471       29249         1779        1
 1336        +       29517       30455          939        1
 1337        +       30452       31279          828        1
 1338        +       31276       32949         1674        1
 1339        +       32946       34457         1512        1
 1340        -       34515       36065         1551        1
 1341        -       36188       37390         1203        1
 1342        -       37589       38290          702        2
 1343        -       38517       39962         1446        1
 1344        +       40212       40886          675        1
 1345        +       40883       42277         1395        1
 1346        +       42293       42514          222        1
 1347        -       42582      >43310          729        1

FASTA definition line: NODE_21_length_42617_cov_17.5561
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1348        +          <2         160          159        1
 1349        -         168         434          267        1
 1350        -         482         931          450        1
 1351        -        1172        2233         1062        1
 1352        -        2237        3469         1233        1
 1353        +        3636        4559          924        1
 1354        +        4625        4801          177        1
 1355        -        4839        5123          285        1
 1356        +        5196        5930          735        1
 1357        +        5933        7249         1317        1
 1358        +        7424        9790         2367        1
 1359        -        9805       10269          465        1
 1360        -       10283       11074          792        1
 1361        -       11078       11824          747        1
 1362        +       12009       12932          924        1
 1363        +       12942       13874          933        1
 1364        +       13937       15190         1254        1
 1365        +       15187       16068          882        1
 1366        +       16068       17081         1014        1
 1367        +       17078       17860          783        1
 1368        +       17916       18554          639        1
 1369        +       18577       19332          756        1
 1370        +       19343       20143          801        1
 1371        -       20193       20960          768        1
 1372        +       21048       21950          903        1
 1373        +       22091       23284         1194        1
 1374        +       23257       24045          789        1
 1375        +       24055       24582          528        1
 1376        -       24742       25755         1014        1
 1377        -       25848       27347         1500        1
 1378        -       27344       27574          231        1
 1379        -       27577       28308          732        1
 1380        -       28313       28981          669        1
 1381        -       29042       29884          843        1
 1382        -       29950       30702          753        1
 1383        +       30870       31919         1050        1
 1384        +       31941       32666          726        1
 1385        -       32647       33768         1122        1
 1386        -       33827       35239         1413        1
 1387        -       35241       36098          858        1
 1388        -       36095       36952          858        1
 1389        -       36949       37794          846        1
 1390        -       37791       38759          969        1
 1391        -       38756       40045         1290        1
 1392        -       40112       41074          963        1
 1393        -       41179       42243         1065        1
 1394        -       42269       42514          246        1

FASTA definition line: NODE_22_length_40904_cov_17.6108
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1395        -          <2        1054         1053        1
 1396        +        1670        1840          171        1
 1397        +        2197        2406          210        1
 1398        +        2477        2962          486        1
 1399        +        3572        5593         2022        1
 1400        +        5646        6878         1233        1
 1401        +        6884        9055         2172        1
 1402        -        9867       10067          201        1
 1403        -       10323       10484          162        1
 1404        -       10478       10906          429        2
 1405        +       11295       12305         1011        1
 1406        +       12302       12805          504        1
 1407        +       12792       14390         1599        1
 1408        -       14338       15348         1011        1
 1409        -       15378       16973         1596        1
 1410        -       17006       17395          390        1
 1411        -       17551       18651         1101        1
 1412        -       18661       19422          762        1
 1413        -       19934       20785          852        1
 1414        +       20765       21031          267        1
 1415        -       21447       21881          435        1
 1416        +       21944       23002         1059        1
 1417        -       23285       24628         1344        1
 1418        -       24628       25791         1164        1
 1419        -       25926       27239         1314        1
 1420        -       27494       28942         1449        1
 1421        -       28953       30524         1572        1
 1422        -       30663       31136          474        1
 1423        +       31228       32418         1191        1
 1424        +       32642       33670         1029        1
 1425        -       34058       34816          759        1
 1426        -       35130       36332         1203        1
 1427        +       36503       38275         1773        1
 1428        +       38265       39032          768        1
 1429        -       39178       39741          564        1
 1430        +       39740       40276          537        1
 1431        -       40285       40611          327        1
 1432        -       40695       40877          183        1

FASTA definition line: NODE_23_length_40867_cov_15.5025
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1433        +          <2         388          387        1
 1434        -         683        2362         1680        1
 1435        -        2417        2662          246        2
 1436        +        3112        3585          474        1
 1437        +        3545        4435          891        1
 1438        -        4577        4819          243        1
 1439        -        4889        5272          384        1
 1440        -        5317        6123          807        1
 1441        +        6166        6549          384        1
 1442        -        6823        7452          630        1
 1443        +        7740        8252          513        1
 1444        -        8661        9578          918        1
 1445        +        9672       10415          744        1
 1446        +       10514       11026          513        1
 1447        +       11113       11499          387        1
 1448        +       11496       11882          387        1
 1449        +       12367       17508         5142        1
 1450        -       17951       18133          183        1
 1451        -       18130       19173         1044        1
 1452        -       19170       19748          579        1
 1453        -       19749       19967          219        1
 1454        -       20142       21017          876        1
 1455        -       21037       21624          588        1
 1456        -       21621       22025          405        1
 1457        -       22009       22500          492        1
 1458        -       22497       22973          477        1
 1459        -       22977       24281         1305        1
 1460        -       24503       24982          480        1
 1461        -       24982       26250         1269        1
 1462        -       26261       26455          195        1
 1463        +       26709       26855          147        1
 1464        -       27052       28359         1308        1
 1465        -       28369       28863          495        1
 1466        -       28946       30160         1215        1
 1467        -       30157       30864          708        1
 1468        -       30879       32171         1293        1
 1469        -       32173       33849         1677        1
 1470        -       33853       35895         2043        1
 1471        +       36111       36746          636        1
 1472        +       36753       37697          945        1
 1473        +       38275       39852         1578        1
 1474        -       39856       40572          717        1
 1475        -       40569       40847          279        1

FASTA definition line: NODE_24_length_39983_cov_12.8824
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1476        +          <1         411          411        1
 1477        -         434        1321          888        1
 1478        +        1668        1808          141        1
 1479        -        1965        2489          525        1
 1480        +        2855        3808          954        1
 1481        +        3805        5079         1275        1
 1482        -        5214        5702          489        1
 1483        -        5710        7056         1347        1
 1484        -        7064        8176         1113        1
 1485        -        8173        9693         1521        1
 1486        -        9724       11001         1278        1
 1487        -       10998       11837          840        1
 1488        +       12205       13881         1677        1
 1489        +       13903       14202          300        1
 1490        +       14339       15181          843        1
 1491        +       15330       16337         1008        1
 1492        +       16395       17288          894        1
 1493        +       17288       18052          765        1
 1494        +       18164       19543         1380        1
 1495        +       19854       20738          885        1
 1496        -       20809       22434         1626        1
 1497        +       22733       23767         1035        1
 1498        +       23852       24211          360        1
 1499        +       24343       24867          525        1
 1500        -       24920       26332         1413        1
 1501        -       26329       27111          783        1
 1502        -       27278       28888         1611        1
 1503        +       29221       29382          162        1
 1504        -       29486       30370          885        1
 1505        -       30371       32755         2385        1
 1506        -       32755       36144         3390        1
 1507        -       36312       37916         1605        1
 1508        +       38027       38380          354        1
 1509        +       38377       39441         1065        1
 1510        -       39613       39849          237        1

FASTA definition line: NODE_25_length_37866_cov_13.8332
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1511        -         398         703          306        1
 1512        +         757         888          132        1
 1513        +         900        1397          498        1
 1514        +        1412        1708          297        1
 1515        +        1735        1863          129        2
 1516        +        1873        4200         2328        1
 1517        +        4193        4603          411        1
 1518        +        4600        4812          213        1
 1519        +        4809        5783          975        1
 1520        +        5834        6754          921        1
 1521        +        7083        8150         1068        1
 1522        -        8318        9301          984        1
 1523        +        9746       10249          504        1
 1524        +       10277       11098          822        1
 1525        +       11095       11427          333        1
 1526        +       11424       12371          948        1
 1527        +       12580       13245          666        1
 1528        -       13546       14865         1320        1
 1529        -       14997       15152          156        1
 1530        -       15149       16507         1359        1
 1531        -       16494       17915         1422        1
 1532        -       18097       18669          573        1
 1533        -       18721       19860         1140        1
 1534        -       20038       21243         1206        1
 1535        -       21245       21946          702        1
 1536        -       21943       23220         1278        1
 1537        -       23287       23730          444        1
 1538        +       23910       24794          885        1
 1539        -       24810       25115          306        1
 1540        +       25074       25469          396        1
 1541        +       25469       26119          651        1
 1542        +       26355       27020          666        1
 1543        -       27104       28078          975        1
 1544        -       28075       28482          408        1
 1545        -       28526       29404          879        1
 1546        -       29515       30315          801        1
 1547        +       30271       30708          438        1
 1548        -       30759       31706          948        1
 1549        +       31967       32923          957        1
 1550        +       32933       34909         1977        1
 1551        +       34924       36006         1083        1
 1552        +       36017       37090         1074        1
 1553        -       37264      >37866          603        1

FASTA definition line: NODE_26_length_37379_cov_13.5245
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1554        +          <1         426          426        1
 1555        +         423        1943         1521        1
 1556        +        1933        2976         1044        1
 1557        +        2973        3071           99        2
 1558        +        3068        4015          948        1
 1559        +        4015        5292         1278        1
 1560        +        5509        6504          996        1
 1561        +        6581        7234          654        1
 1562        +        7309        8226          918        1
 1563        +        8223        9044          822        1
 1564        -        9134       11473         2340        1
 1565        +       11887       12558          672        1
 1566        +       12592       14958         2367        1
 1567        +       14958       17135         2178        1
 1568        +       17132       18967         1836        1
 1569        +       18936       19394          459        1
 1570        -       19410       20420         1011        1
 1571        -       20554       21747         1194        1
 1572        +       21929       22660          732        1
 1573        -       22668       23204          537        1
 1574        -       23378       23596          219        1
 1575        +       23734       24186          453        1
 1576        +       24221       25540         1320        1
 1577        +       25537       26334          798        1
 1578        +       26339       28213         1875        1
 1579        +       28215       28388          174        1
 1580        +       28367       28606          240        1
 1581        +       28603       29298          696        1
 1582        +       29372       30730         1359        1
 1583        -       30780       31421          642        1
 1584        -       31921       33300         1380        1
 1585        -       33495       33659          165        1
 1586        -       33675       33830          156        1
 1587        -       34258       35661         1404        1
 1588        -       35609       36646         1038        1
 1589        +       36851      >37378          528        1

FASTA definition line: NODE_27_length_37138_cov_43.4596
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1590        -         153         917          765        1
 1591        +        7992        8195          204        1
 1592        +        8727        8960          234        1
 1593        -        9608        9940          333        1
 1594        -       10718       10900          183        1
 1595        -       11201       11410          210        1
 1596        +       11785       12165          381        1
 1597        -       12724       13254          531        1
 1598        +       14248       14451          204        1
 1599        +       14784       14897          114        1
 1600        -       16265       16369          105        1
 1601        -       18335       18676          342        1
 1602        +       19392       19478           87        1
 1603        -       19651       19965          315        1
 1604        +       23380       24231          852        1
 1605        +       24614       25012          399        1
 1606        -       25076       25411          336        1
 1607        -       25526       27229         1704        1
 1608        -       27192       27482          291        1
 1609        +       27657       29213         1557        1
 1610        +       29680       30567          888        1
 1611        +       30652       31770         1119        1
 1612        +       31823       32788          966        1
 1613        +       32821       33690          870        1
 1614        +       33719       34636          918        1
 1615        +       34626       35579          954        1
 1616        +       35515       36504          990        1
 1617        +       36501       37118          618        1

FASTA definition line: NODE_28_length_36699_cov_19.6444
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1618        -          <3         170          168        1
 1619        +         756        1937         1182        1
 1620        +        2051        2977          927        1
 1621        -        3201        3449          249        1
 1622        -        3585        4079          495        1
 1623        -        4105        4581          477        1
 1624        -        5060        7486         2427        1
 1625        -        7532        8368          837        1
 1626        +        8382        9353          972        1
 1627        +        9506        9589           84        1
 1628        +        9603        9857          255        1
 1629        +       10012       10392          381        1
 1630        +       10422       10904          483        1
 1631        -       10944       11255          312        1
 1632        -       11268       11357           90        1
 1633        -       11463       11915          453        1
 1634        -       12278       12781          504        1
 1635        -       12778       13167          390        1
 1636        -       13171       14262         1092        1
 1637        -       14328       14816          489        1
 1638        +       15359       15565          207        1
 1639        -       15659       15976          318        1
 1640        +       16006       16995          990        1
 1641        -       17235       18128          894        1
 1642        +       18193       18546          354        1
 1643        +       18543       19322          780        1
 1644        -       19404       20474         1071        1
 1645        +       20740       20970          231        1
 1646        +       21034       21438          405        1
 1647        +       21459       21737          279        1
 1648        +       21810       22544          735        1
 1649        +       22560       22856          297        1
 1650        -       22863       23540          678        1
 1651        +       23667       23879          213        1
 1652        +       23974       24627          654        1
 1653        +       24629       24958          330        1
 1654        +       25072       25548          477        1
 1655        +       25787       26539          753        1
 1656        +       26583       26780          198        2
 1657        +       26898       27752          855        1
 1658        -       28128       28274          147        1
 1659        -       28678       28947          270        1
 1660        -       29320       29412           93        1
 1661        +       30702       32216         1515        1
 1662        +       32335       33546         1212        1
 1663        +       34689       35348          660        1
 1664        +       35890       36009          120        1
 1665        -       36014       36511          498        1
 1666        -       36524      >36697          174        1

FASTA definition line: NODE_29_length_35863_cov_13.0346
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1667        -          <1        2211         2211        1
 1668        -        2718        4046         1329        1
 1669        -        4056        5819         1764        1
 1670        -        5867        6535          669        1
 1671        -        6767        7006          240        1
 1672        -        7021        7773          753        1
 1673        +        7956        8276          321        1
 1674        +        8326        9495         1170        1
 1675        -        9593       10681         1089        1
 1676        +       10838       11536          699        1
 1677        +       11559       11741          183        2
 1678        +       11741       12370          630        1
 1679        -       12476       12589          114        1
 1680        +       12575       13879         1305        1
 1681        +       13876       14268          393        1
 1682        -       14279       15919         1641        1
 1683        -       15947       16783          837        1
 1684        -       16898       17749          852        1
 1685        -       18046       19704         1659        1
 1686        -       19884       21218         1335        1
 1687        -       21215       22141          927        1
 1688        -       22129       23013          885        1
 1689        -       23092       24015          924        1
 1690        -       24015       24269          255        1
 1691        -       24283       25695         1413        1
 1692        -       25692       26786         1095        1
 1693        -       26788       27945         1158        1
 1694        +       28095       28601          507        1
 1695        -       28955       29425          471        1
 1696        -       29482       30879         1398        1
 1697        -       30876       31094          219        1
 1698        -       31312       31893          582        1
 1699        -       31990       33072         1083        1
 1700        -       33085       34518         1434        1
 1701        -       34607      >35863         1257        1

FASTA definition line: NODE_30_length_35609_cov_14.4024
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1702        -          <2        1894         1893        1
 1703        -        2329        3084          756        1
 1704        -        3262        4194          933        1
 1705        +        4320        5339         1020        1
 1706        +        5439        6065          627        1
 1707        -        6206        7081          876        1
 1708        +        7198        7611          414        1
 1709        -        7630        8439          810        1
 1710        -        8452        9453         1002        1
 1711        -        9470        9811          342        1
 1712        +        9962       10675          714        1
 1713        +       10888       12279         1392        1
 1714        -       12386       12547          162        2
 1715        -       12544       14757         2214        1
 1716        -       14761       15219          459        1
 1717        -       15221       16654         1434        1
 1718        -       16889       17755          867        1
 1719        -       17758       17961          204        1
 1720        -       17974       18699          726        2
 1721        -       18716       20419         1704        1
 1722        +       20519       21367          849        1
 1723        -       21447       22193          747        1
 1724        +       22493       23608         1116        1
 1725        -       23619       24842         1224        1
 1726        -       24848       26479         1632        1
 1727        -       26476       27582         1107        1
 1728        -       27584       28672         1089        1
 1729        -       28688       30625         1938        1
 1730        -       30794       31318          525        1
 1731        +       31439       32272          834        1
 1732        -       32291       32854          564        2
 1733        -       32835       34130         1296        1
 1734        +       34062       34892          831        1
 1735        +       34892      >35608          717        1

FASTA definition line: NODE_31_length_34694_cov_15.9656
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1736        +          <1         846          846        1
 1737        -         941        1780          840        1
 1738        -        1777        2646          870        1
 1739        -        2643        3119          477        1
 1740        -        3130        3342          213        1
 1741        -        3510        4604         1095        1
 1742        -        4683        5477          795        1
 1743        +        5622        7226         1605        1
 1744        +        7458        9008         1551        1
 1745        +        9460        9624          165        1
 1746        -        9806       11479         1674        1
 1747        -       11476       12249          774        1
 1748        -       12260       13015          756        1
 1749        -       13005       14441         1437        1
 1750        -       14452       15993         1542        1
 1751        -       15993       18155         2163        1
 1752        -       18161       18466          306        1
 1753        -       18626       19240          615        1
 1754        -       19237       19647          411        1
 1755        -       19644       20147          504        1
 1756        -       20149       21198         1050        1
 1757        -       21214       21624          411        1
 1758        -       21628       23649         2022        1
 1759        -       23752       24084          333        1
 1760        -       24116       25411         1296        1
 1761        -       25422       25634          213        1
 1762        -       25634       26545          912        1
 1763        -       26545       27759         1215        1
 1764        -       27764       28366          603        1
 1765        -       28377       28901          525        1
 1766        -       28898       29317          420        1
 1767        -       29484       30272          789        1
 1768        -       30285       31169          885        1
 1769        -       31162       33102         1941        1
 1770        -       33198      >34694         1497        1

FASTA definition line: NODE_32_length_34417_cov_14.9178
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 1771        +          <2         283          282        1
 1772        +         280         903          624        1
 1773        +        1203        2483         1281        1
 1774        +        2547        4475         1929        1
 1775        +        4842        6074         1233        1
 1776        +        6071        6814          744        1
 1777        +        6814        7509          696        1
 1778        -        7915        8352          438        1
 1779        +        8451        8558          108        1
 1780        -        8692        9564          873        1
 1781        -        9626       10717         1092        1
 1782        -       10714       11010          297        1
 1783        -       11032       11496          465        1
 1784        -       11573       12337          765        1
 1785        -       12345       13127          783        1
 1786        -       13146       14585         1440        1
